City,State,Pincode,Map Status
Navi mumbai,Maharashtra,400083,Lockdown-Essentials Only
Mumbai,Maharashtra,400084,Lockdown-Essentials Only
Mumbai,Maharashtra,400085,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400086,Lockdown-Essentials Only
Mumbai,Maharashtra,400087,Lockdown-Essentials Only
Mumbai,Maharashtra,400088,Lockdown-Essentials Only
Mumbai,Maharashtra,400089,Lockdown-Essentials Only
Mumbai,Maharashtra,400090,Lockdown-Essentials Only
Mumbai,Maharashtra,400091,Lockdown-Essentials Only
Mumbai,Maharashtra,400092,Lockdown-Essentials Only
Mumbai,Maharashtra,400093,Lockdown-Essentials Only
Mumbai,Maharashtra,400094,Lockdown-Essentials Only
Mumbai,Maharashtra,400095,Lockdown-Essentials Only
Mumbai,Maharashtra,400096,Lockdown-Essentials Only
Mumbai,Maharashtra,400097,Lockdown-Essentials Only
Mumbai,Maharashtra,400098,Lockdown-Essentials Only
Mumbai,Maharashtra,400099,Lockdown-Essentials Only
Mumbai,Maharashtra,400101,Lockdown-Essentials Only
Mumbai,Maharashtra,400102,Lockdown-Essentials Only
Mumbai,Maharashtra,400103,Lockdown-Essentials Only
Mumbai,Maharashtra,400104,Lockdown-Essentials Only
Mumbai,Maharashtra,400105,Lockdown-Essentials Only
Mumbai,Maharashtra,400106,Lockdown-Essentials Only
Mumbai,Maharashtra,400108,Lockdown-Essentials Only
Mumbai,Maharashtra,400109,Lockdown-Essentials Only
Mumbai,Maharashtra,400110,Lockdown-Essentials Only
Mumbai,Maharashtra,400111,Lockdown-Essentials Only
Mumbai,Maharashtra,400112,Lockdown-Essentials Only
Mumbai,Maharashtra,400113,Lockdown-Essentials Only
Mumbai,Maharashtra,400114,Lockdown-Essentials Only
Mumbai,Maharashtra,400162,Lockdown-Essentials Only
Mumbai,Maharashtra,400167,Lockdown-Essentials Only
Mumbai,Maharashtra,400202,Lockdown-Essentials Only
Greater Thane,Maharashtra,400206,Lockdown-Essentials Only
Greater Thane,Maharashtra,400207,Lockdown-Essentials Only
Greater Thane,Maharashtra,400208,Lockdown-Essentials Only
Greater Thane,Maharashtra,400210,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400218,Lockdown-Essentials Only
Mumbai,Maharashtra,400401,Lockdown-Essentials Only
Mumbai,Maharashtra,400410,Lockdown-Essentials Only
Greater Thane,Maharashtra,400601,Lockdown-Essentials Only
Greater Thane,Maharashtra,400602,Lockdown-Essentials Only
Greater Thane,Maharashtra,400603,Lockdown-Essentials Only
Greater Thane,Maharashtra,400604,Lockdown-Essentials Only
Greater Thane,Maharashtra,400605,Lockdown-Essentials Only
Thane,Maharashtra,400606,Lockdown-Essentials Only
Thane,Maharashtra,400607,Lockdown-Essentials Only
Thane,Maharashtra,400608,Lockdown-Essentials Only
Thane,Maharashtra,400609,Lockdown-Essentials Only
Thane,Maharashtra,400610,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400611,Lockdown-Essentials Only
Greater Thane,Maharashtra,400612,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400613,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,400614,Lockdown-Essentials Only
Thane,Maharashtra,400615,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400701,Lockdown-Essentials Only
Jasai,Maharashtra,400702,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400703,Lockdown-Essentials Only
Jasai,Maharashtra,400704,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400705,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,400706,Lockdown-Essentials Only
Jasai,Maharashtra,400707,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400708,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400709,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400710,Lockdown-Essentials Only
Navi mumbai,Maharashtra,400901,Lockdown-Essentials Only
Mumbai,Maharashtra,401016,Lockdown-Essentials Only
Mumbai,Maharashtra,401100,Lockdown-Essentials Only
Mumbai,Maharashtra,401101,Lockdown-Essentials Only
Saphale,Maharashtra,401102,Lockdown-Essentials Only
Boisar,Maharashtra,401103,Lockdown-Essentials Only
Mumbai,Maharashtra,401104,Lockdown-Essentials Only
Mumbai,Maharashtra,401105,Lockdown-Essentials Only
Mumbai,Maharashtra,401106,Lockdown-Essentials Only
Mumbai,Maharashtra,401107,Lockdown-Essentials Only
Mumbai,Maharashtra,401200,Lockdown-Essentials Only
Mumbai,Maharashtra,401201,Lockdown-Essentials Only
Mumbai,Maharashtra,401202,Lockdown-Essentials Only
Mumbai,Maharashtra,401203,Lockdown-Essentials Only
Kudus,Maharashtra,401204,Lockdown-Essentials Only
Mumbai,Maharashtra,401205,Lockdown-Essentials Only
Kudus,Maharashtra,401206,Lockdown-Essentials Only
Mumbai,Maharashtra,401207,Lockdown-Essentials Only
Mumbai,Maharashtra,401208,Lockdown-Essentials Only
Mumbai,Maharashtra,401209,Lockdown-Essentials Only
Mumbai,Maharashtra,401210,Lockdown-Essentials Only
Mumbai,Maharashtra,401301,Lockdown-Essentials Only
Mumbai,Maharashtra,401302,Lockdown-Essentials Only
Mumbai,Maharashtra,401303,Lockdown-Essentials Only
Mumbai,Maharashtra,401304,Lockdown-Essentials Only
Mumbai,Maharashtra,401305,Lockdown-Essentials Only
Palghar,Maharashtra,401400,Lockdown-Essentials Only
Palghar,Maharashtra,401401,Lockdown-Essentials Only
Palghar,Maharashtra,401402,Lockdown-Essentials Only
Palghar,Maharashtra,401403,Lockdown-Essentials Only
Palghar,Maharashtra,401404,Lockdown-Essentials Only
Palghar,Maharashtra,401405,Lockdown-Essentials Only
Palghar,Maharashtra,401406,Lockdown-Essentials Only
Boisar,Maharashtra,401501,Lockdown-Essentials Only
Boisar,Maharashtra,401502,Lockdown-Essentials Only
Boisar,Maharashtra,401503,Lockdown-Essentials Only
Boisar,Maharashtra,401504,Lockdown-Essentials Only
Palghar,Maharashtra,401505,Lockdown-Essentials Only
Boisar,Maharashtra,401506,Lockdown-Essentials Only
Dahanu,Maharashtra,401601,Lockdown-Essentials Only
Dahanu,Maharashtra,401602,Lockdown-Essentials Only
Talasari,Maharashtra,401606,Lockdown-Essentials Only
Dahanu,Maharashtra,401607,Lockdown-Essentials Only
Dahanu,Maharashtra,401608,Lockdown-Essentials Only
Boisar,Maharashtra,401609,Lockdown-Essentials Only
Talasari,Maharashtra,401610,Lockdown-Essentials Only
Lonere,Maharashtra,402101,Lockdown-Essentials Only
Lonere,Maharashtra,402102,Lockdown-Essentials Only
Lonere,Maharashtra,402103,Lockdown-Essentials Only
Lonere,Maharashtra,402104,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402105,Lockdown-Essentials Only
Nagothane,Maharashtra,402106,Lockdown-Essentials Only
Pen,Maharashtra,402107,Lockdown-Essentials Only
Pen,Maharashtra,402108,Lockdown-Essentials Only
Nagothane,Maharashtra,402109,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402110,Lockdown-Essentials Only
Lonere,Maharashtra,402111,Lockdown-Essentials Only
Lonere,Maharashtra,402112,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402113,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402114,Lockdown-Essentials Only
Mahad,Maharashtra,402115,Lockdown-Essentials Only
Nagothane,Maharashtra,402116,Lockdown-Essentials Only
Lonere,Maharashtra,402117,Lockdown-Essentials Only
Lonere,Maharashtra,402120,Lockdown-Essentials Only
Lonere,Maharashtra,402122,Lockdown-Essentials Only
Nagothane,Maharashtra,402125,Lockdown-Essentials Only
Nagothane,Maharashtra,402126,Lockdown-Essentials Only
Alibag,Maharashtra,402201,Lockdown-Essentials Only
Murud,Maharashtra,402202,Lockdown-Essentials Only
Alibag,Maharashtra,402203,Lockdown-Essentials Only
Alibag,Maharashtra,402204,Lockdown-Essentials Only
Mumbai,Maharashtra,402205,Lockdown-Essentials Only
Alibag,Maharashtra,402206,Lockdown-Essentials Only
Alibag,Maharashtra,402207,Lockdown-Essentials Only
Alibag,Maharashtra,402208,Lockdown-Essentials Only
Alibag,Maharashtra,402209,Lockdown-Essentials Only
Mahad,Maharashtra,402301,Lockdown-Essentials Only
Mahad,Maharashtra,402302,Lockdown-Essentials Only
Mahad,Maharashtra,402303,Lockdown-Essentials Only
Nagothane,Maharashtra,402304,Lockdown-Essentials Only
Mahad,Maharashtra,402305,Lockdown-Essentials Only
Mahad,Maharashtra,402306,Lockdown-Essentials Only
Mahad,Maharashtra,402307,Lockdown-Essentials Only
Lonere,Maharashtra,402308,Lockdown-Essentials Only
Mahad,Maharashtra,402309,Lockdown-Essentials Only
Murud,Maharashtra,402401,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402403,Lockdown-Essentials Only
Shriwardhan,Maharashtra,402404,Lockdown-Essentials Only
Shrigonda,Maharashtra,402601,Lockdown-Essentials Only
Shrigonda,Maharashtra,404404,Lockdown-Essentials Only
Navi mumbai,Maharashtra,407001,Lockdown-Essentials Only
Kolhapur,Maharashtra,410005,Lockdown-Essentials Only
Kolhapur,Maharashtra,410062,Lockdown-Essentials Only
Karjat,Maharashtra,410101,Lockdown-Essentials Only
Mumbai,Maharashtra,410107,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410200,Lockdown-Essentials Only
Karjat,Maharashtra,410201,Lockdown-Essentials Only
Khopoli,Maharashtra,410202,Lockdown-Essentials Only
Khopoli,Maharashtra,410203,Lockdown-Essentials Only
Pen,Maharashtra,410204,Lockdown-Essentials Only
Nagothane,Maharashtra,410205,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,410206,Lockdown-Essentials Only
Karjat,Maharashtra,410207,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410208,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410209,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410210,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,410211,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,410213,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410216,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,410217,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410218,Lockdown-Essentials Only
Navi mumbai,Maharashtra,410219,Lockdown-Essentials Only
Karjat,Maharashtra,410220,Lockdown-Essentials Only
Navi Mumbai,Maharashtra,410221,Lockdown-Essentials Only
Karjat,Maharashtra,410222,Lockdown-Essentials Only
Lonavala,Maharashtra,410301,Lockdown-Essentials Only
Khopoli,Maharashtra,410302,Lockdown-Essentials Only
Mumbai,Maharashtra,410303,Lockdown-Essentials Only
Lonavala,Maharashtra,410401,Lockdown-Essentials Only
Lonavala,Maharashtra,410402,Lockdown-Essentials Only
Lonavala,Maharashtra,410403,Lockdown-Essentials Only
Lonavala,Maharashtra,410405,Lockdown-Essentials Only
Lonavala,Maharashtra,410406,Lockdown-Essentials Only
Chakan,Maharashtra,410501,Lockdown-Essentials Only
Junnar,Maharashtra,410502,Lockdown-Essentials Only
Ambegaon,Maharashtra,410503,Lockdown-Essentials Only
Ambegaon,Maharashtra,410504,Lockdown-Essentials Only
Rajgurunagar,Maharashtra,410505,Lockdown-Essentials Only
Talegaon Dabhade,Maharashtra,410506,Lockdown-Essentials Only
Talegaon Dabhade,Maharashtra,410507,Lockdown-Essentials Only
Ambegaon,Maharashtra,410508,Lockdown-Essentials Only
Ambegaon,Maharashtra,410510,Lockdown-Essentials Only
Junnar,Maharashtra,410511,Lockdown-Essentials Only
Ambegaon,Maharashtra,410512,Lockdown-Essentials Only
Rajgurunagar,Maharashtra,410513,Lockdown-Essentials Only
Ambegaon,Maharashtra,410515,Lockdown-Essentials Only
Baramati,Maharashtra,410520,Lockdown-Essentials Only
Pune,Maharashtra,410613,Lockdown-Essentials Only
Pune,Maharashtra,411000,Lockdown-Essentials Only
Pune,Maharashtra,411001,Lockdown-Essentials Only
Pune,Maharashtra,411002,Lockdown-Essentials Only
Pune,Maharashtra,411003,Lockdown-Essentials Only
Pune,Maharashtra,411004,Lockdown-Essentials Only
Pune,Maharashtra,411005,Lockdown-Essentials Only
Pune,Maharashtra,411006,Lockdown-Essentials Only
Pune,Maharashtra,411007,Lockdown-Essentials Only
Pune,Maharashtra,411008,Lockdown-Essentials Only
Pune,Maharashtra,411009,Lockdown-Essentials Only
Pune,Maharashtra,411010,Lockdown-Essentials Only
Pune,Maharashtra,411011,Lockdown-Essentials Only
Pune,Maharashtra,411012,Lockdown-Essentials Only
Pune,Maharashtra,411013,Lockdown-Essentials Only
Pune,Maharashtra,411014,Lockdown-Essentials Only
Pune,Maharashtra,411015,Lockdown-Essentials Only
Pune,Maharashtra,411016,Lockdown-Essentials Only
Pune,Maharashtra,411017,Lockdown-Essentials Only
Pune,Maharashtra,411018,Lockdown-Essentials Only
Pune,Maharashtra,411019,Lockdown-Essentials Only
Pune,Maharashtra,411020,Lockdown-Essentials Only
Pune,Maharashtra,411021,Lockdown-No Goods Allowed
Pune,Maharashtra,411022,Lockdown-Essentials Only
Pune,Maharashtra,411023,Lockdown-Essentials Only
Pune,Maharashtra,411024,Lockdown-Essentials Only
Pune,Maharashtra,411025,Lockdown-Essentials Only
Pune,Maharashtra,411026,Lockdown-Essentials Only
Pune,Maharashtra,411027,Lockdown-Essentials Only
Pune,Maharashtra,411028,Lockdown-Essentials Only
Pune,Maharashtra,411029,Lockdown-Essentials Only
Pune,Maharashtra,411031,Lockdown-Essentials Only
Pune,Maharashtra,411032,Lockdown-Essentials Only
Pune,Maharashtra,411033,Lockdown-Essentials Only
Pune,Maharashtra,411034,Lockdown-Essentials Only
Pune,Maharashtra,411035,Lockdown-Essentials Only
Pune,Maharashtra,411036,Lockdown-Essentials Only
Pune,Maharashtra,411038,Lockdown-Essentials Only
Pune,Maharashtra,411039,Lockdown-Essentials Only
Pune,Maharashtra,411040,Lockdown-Essentials Only
Pune,Maharashtra,411041,Lockdown-Essentials Only
Pune,Maharashtra,411042,Lockdown-Essentials Only
Pune,Maharashtra,411043,Lockdown-Essentials Only
Pune,Maharashtra,411044,Lockdown-Essentials Only
Pune,Maharashtra,411045,Lockdown-Essentials Only
Pune,Maharashtra,411046,Lockdown-Essentials Only
Pune,Maharashtra,411047,Lockdown-Essentials Only
Pune,Maharashtra,411048,Lockdown-Essentials Only
Pune,Maharashtra,411049,Lockdown-Essentials Only
Pune,Maharashtra,411050,Lockdown-Essentials Only
Pune,Maharashtra,411051,Lockdown-Essentials Only
Pune,Maharashtra,411052,Lockdown-Essentials Only
Pune,Maharashtra,411053,Lockdown-Essentials Only
Pune,Maharashtra,411054,Lockdown-Essentials Only
Pune,Maharashtra,411055,Lockdown-Essentials Only
Pune,Maharashtra,411056,Lockdown-Essentials Only
Pune,Maharashtra,411057,Lockdown-Essentials Only
Pune,Maharashtra,411058,Lockdown-Essentials Only
Pune,Maharashtra,411060,Lockdown-Essentials Only
Pune,Maharashtra,411061,Lockdown-Essentials Only
Pune,Maharashtra,411062,Lockdown-Essentials Only
Pune,Maharashtra,411067,Lockdown-Essentials Only
Pune,Maharashtra,411100,Lockdown-Essentials Only
Pune,Maharashtra,411107,Lockdown-Essentials Only
Pune,Maharashtra,411220,Lockdown-Essentials Only
Pune,Maharashtra,411230,Lockdown-Essentials Only
Pune,Maharashtra,411406,Lockdown-Essentials Only
Pune,Maharashtra,411501,Lockdown-Essentials Only
Pune,Maharashtra,412001,Lockdown-Essentials Only
Pune,Maharashtra,412101,Lockdown-Essentials Only
Nira,Maharashtra,412102,Lockdown-Essentials Only
Baramati,Maharashtra,412103,Lockdown-Essentials Only
Pune,Maharashtra,412105,Lockdown-Essentials Only
Pune,Maharashtra,412106,Lockdown-Essentials Only
Pirangut,Maharashtra,412108,Lockdown-Essentials Only
Talegaon Dabhade,Maharashtra,412109,Lockdown-Essentials Only
Pirangut,Maharashtra,412111,Lockdown-Essentials Only
Pirangut,Maharashtra,412112,Lockdown-Essentials Only
Pune,Maharashtra,412114,Lockdown-Essentials Only
Pirangut,Maharashtra,412115,Lockdown-Essentials Only
Pune,Maharashtra,412201,Lockdown-Essentials Only
Pune,Maharashtra,412202,Lockdown-Essentials Only
Daund,Maharashtra,412203,Lockdown-Essentials Only
Baramati,Maharashtra,412204,Lockdown-Essentials Only
Khandala,Maharashtra,412205,Lockdown-Essentials Only
Pune,Maharashtra,412207,Lockdown-Essentials Only
Pune,Maharashtra,412208,Lockdown-Essentials Only
Shirur,Maharashtra,412209,Lockdown-Essentials Only
Shirur,Maharashtra,412210,Lockdown-Essentials Only
Shirur,Maharashtra,412211,Lockdown-No Goods Allowed
Pune,Maharashtra,412216,Lockdown-Essentials Only
Pune,Maharashtra,412217,Lockdown-Essentials Only
Daund,Maharashtra,412219,Lockdown-Essentials Only
Shirur,Maharashtra,412220,Lockdown-Essentials Only
Pune,Maharashtra,412302,Lockdown-Essentials Only
Baramati,Maharashtra,412304,Lockdown-Essentials Only
Nira,Maharashtra,412305,Lockdown-Essentials Only
Nira,Maharashtra,412306,Lockdown-Essentials Only
Pune,Maharashtra,412307,Lockdown-Essentials Only
Pune,Maharashtra,412308,Lockdown-Essentials Only
Pune,Maharashtra,412309,Lockdown-Essentials Only
Nira,Maharashtra,412312,Lockdown-Essentials Only
Ambegaon,Maharashtra,412401,Lockdown-Essentials Only
Rajgurunagar,Maharashtra,412402,Lockdown-Essentials Only
Rajgurunagar,Maharashtra,412403,Lockdown-Essentials Only
Rajgurunagar,Maharashtra,412404,Lockdown-Essentials Only
Ambegaon,Maharashtra,412405,Lockdown-Essentials Only
Ambegaon,Maharashtra,412406,Lockdown-Essentials Only
Ambegaon,Maharashtra,412407,Lockdown-Essentials Only
Ambegaon,Maharashtra,412408,Lockdown-Essentials Only
Junnar,Maharashtra,412409,Lockdown-Essentials Only
Alephata,Maharashtra,412410,Lockdown-Essentials Only
Alephata,Maharashtra,412411,Lockdown-Essentials Only
Alephata,Maharashtra,412412,Lockdown-Essentials Only
Junnar,Maharashtra,412413,Lockdown-Essentials Only
Junnar,Maharashtra,412415,Lockdown-Essentials Only
Khandala,Maharashtra,412801,Lockdown-Essentials Only
Khandala,Maharashtra,412802,Lockdown-Essentials Only
Wai,Maharashtra,412803,Lockdown-Essentials Only
Wai,Maharashtra,412804,Lockdown-Essentials Only
Mahabaleshwar,Maharashtra,412805,Lockdown-Essentials Only
Mahabaleshwar,Maharashtra,412806,Lockdown-Essentials Only
Solapur,Maharashtra,413001,Lockdown-Essentials Only
Solapur,Maharashtra,413002,Lockdown-Essentials Only
Solapur,Maharashtra,413003,Lockdown-Essentials Only
Solapur,Maharashtra,413004,Lockdown-Essentials Only
Solapur,Maharashtra,413005,Lockdown-Essentials Only
Solapur,Maharashtra,413006,Lockdown-Essentials Only
Solapur,Maharashtra,413007,Lockdown-Essentials Only
Solapur,Maharashtra,413010,Lockdown-Essentials Only
Akluj,Maharashtra,413101,Lockdown-Essentials Only
Baramati,Maharashtra,413102,Lockdown-Essentials Only
Akluj,Maharashtra,413103,Lockdown-Essentials Only
Baramati,Maharashtra,413104,Lockdown-Essentials Only
Baramati,Maharashtra,413105,Lockdown-Essentials Only
Mhaswad,Maharashtra,413107,Lockdown-Essentials Only
Akluj,Maharashtra,413108,Lockdown-Essentials Only
Walchandnagar,Maharashtra,413109,Lockdown-Essentials Only
Baramati,Maharashtra,413110,Lockdown-Essentials Only
Mhaswad,Maharashtra,413111,Lockdown-Essentials Only
Akluj,Maharashtra,413112,Lockdown-Essentials Only
Akluj,Maharashtra,413113,Lockdown-Essentials Only
Walchandnagar,Maharashtra,413114,Lockdown-Essentials Only
Baramati,Maharashtra,413115,Lockdown-Essentials Only
Baramati,Maharashtra,413116,Lockdown-Essentials Only
Baramati,Maharashtra,413117,Lockdown-Essentials Only
Akluj,Maharashtra,413118,Lockdown-Essentials Only
Baramati,Maharashtra,413130,Lockdown-Essentials Only
Baramati,Maharashtra,413133,Lockdown-Essentials Only
Jamkhed,Maharashtra,413201,Lockdown-Essentials Only
Karmala,Maharashtra,413202,Lockdown-Essentials Only
Karmala,Maharashtra,413203,Lockdown-Essentials Only
Jamkhed,Maharashtra,413204,Lockdown-Essentials Only
Jamkhed,Maharashtra,413205,Lockdown-Essentials Only
Dongarkinhi,Maharashtra,413207,Lockdown-Essentials Only
Kurduwadi,Maharashtra,413208,Lockdown-Essentials Only
Kurduwadi,Maharashtra,413209,Lockdown-Essentials Only
Solapur,Maharashtra,413213,Lockdown-Essentials Only
Pandharpur,Maharashtra,413214,Lockdown-Essentials Only
Solapur,Maharashtra,413215,Lockdown-Essentials Only
Akkalkot,Maharashtra,413216,Lockdown-Essentials Only
Akkalkot,Maharashtra,413217,Lockdown-Essentials Only
Akkalkot,Maharashtra,413220,Lockdown-Essentials Only
Solapur,Maharashtra,413224,Lockdown-Essentials Only
Akkalkot,Maharashtra,413226,Lockdown-Essentials Only
Solapur,Maharashtra,413228,Lockdown-Essentials Only
Dongarkinhi,Maharashtra,413229,Lockdown-Essentials Only
Pandharpur,Maharashtra,413248,Lockdown-Essentials Only
Dongarkinhi,Maharashtra,413249,Lockdown-Essentials Only
Kurduwadi,Maharashtra,413250,Lockdown-Essentials Only
Kurduwadi,Maharashtra,413252,Lockdown-Essentials Only
Solapur,Maharashtra,413255,Lockdown-Essentials Only
Pandharpur,Maharashtra,413301,Lockdown-Essentials Only
Pandharpur,Maharashtra,413302,Lockdown-Essentials Only
Pandharpur,Maharashtra,413303,Lockdown-Essentials Only
Pandharpur,Maharashtra,413304,Lockdown-Essentials Only
Atapadi,Maharashtra,413306,Lockdown-Essentials Only
Sangola,Maharashtra,413307,Lockdown-Essentials Only
Atapadi,Maharashtra,413308,Lockdown-Essentials Only
Mhaswad,Maharashtra,413310,Lockdown-Essentials Only
Atapadi,Maharashtra,413314,Lockdown-Essentials Only
Pandharpur,Maharashtra,413315,Lockdown-Essentials Only
Pandharpur,Maharashtra,413317,Lockdown-Essentials Only
Pandharpur,Maharashtra,413324,Lockdown-Essentials Only
Barshi,Maharashtra,413401,Lockdown-Essentials Only
Barshi,Maharashtra,413402,Lockdown-Essentials Only
Barshi,Maharashtra,413403,Lockdown-Essentials Only
Barshi,Maharashtra,413404,Lockdown-Essentials Only
Osmanabad,Maharashtra,413405,Lockdown-Essentials Only
Barshi,Maharashtra,413409,Lockdown-Essentials Only
Barshi,Maharashtra,413412,Lockdown-Essentials Only
Osmanabad,Maharashtra,413501,Lockdown-Essentials Only
Barshi,Maharashtra,413502,Lockdown-Essentials Only
Osmanabad,Maharashtra,413506,Lockdown-Essentials Only
Kaij,Maharashtra,413507,Lockdown-Essentials Only
Murud,Maharashtra,413508,Lockdown-Essentials Only
Osmanabad,Maharashtra,413509,Lockdown-Essentials Only
Murud,Maharashtra,413510,Lockdown-Essentials Only
Murud,Maharashtra,413511,Lockdown-Essentials Only
Latur,Maharashtra,413512,Lockdown-Essentials Only
Ahmadpur,Maharashtra,413513,Lockdown-Essentials Only
Ahmadpur,Maharashtra,413514,Lockdown-Essentials Only
Ahmadpur,Maharashtra,413515,Lockdown-Essentials Only
Udgir,Maharashtra,413517,Lockdown-Essentials Only
Udgir,Maharashtra,413518,Lockdown-Essentials Only
Udgir,Maharashtra,413519,Lockdown-Essentials Only
Latur,Maharashtra,413520,Lockdown-Essentials Only
Ahmadpur,Maharashtra,413523,Lockdown-Essentials Only
Latur,Maharashtra,413527,Lockdown-Essentials Only
Kaij,Maharashtra,413528,Lockdown-Essentials Only
Latur,Maharashtra,413531,Lockdown-Essentials Only
Osmanabad,Maharashtra,413569,Lockdown-Essentials Only
Osmanabad,Maharashtra,413580,Lockdown-Essentials Only
Barshi,Maharashtra,413582,Lockdown-Essentials Only
Tuljapur,Maharashtra,413601,Lockdown-Essentials Only
Naldurg,Maharashtra,413602,Lockdown-Essentials Only
Naldurg,Maharashtra,413603,Lockdown-Essentials Only
Omerga,Maharashtra,413604,Lockdown-Essentials Only
Omerga,Maharashtra,413606,Lockdown-Essentials Only
Tuljapur,Maharashtra,413623,Lockdown-Essentials Only
Tuljapur,Maharashtra,413624,Lockdown-Essentials Only
Shrigonda,Maharashtra,413701,Lockdown-Essentials Only
Rahuri,Maharashtra,413704,Lockdown-Essentials Only
Rahuri,Maharashtra,413705,Lockdown-Essentials Only
Rahuri,Maharashtra,413706,Lockdown-Essentials Only
Shrirampur,Maharashtra,413707,Lockdown-Essentials Only
Kopargaon,Maharashtra,413708,Lockdown-Essentials Only
Shrirampur,Maharashtra,413709,Lockdown-Essentials Only
Loni,Maharashtra,413710,Lockdown-Essentials Only
Loni,Maharashtra,413711,Lockdown-Essentials Only
Loni,Maharashtra,413712,Lockdown-Essentials Only
Loni,Maharashtra,413713,Lockdown-Essentials Only
Sangamner,Maharashtra,413714,Lockdown-Essentials Only
Shrirampur,Maharashtra,413715,Lockdown-Essentials Only
Rahuri,Maharashtra,413716,Lockdown-Essentials Only
Shrirampur,Maharashtra,413717,Lockdown-Essentials Only
Shrirampur,Maharashtra,413718,Lockdown-Essentials Only
Shirdi,Maharashtra,413719,Lockdown-Essentials Only
Shrirampur,Maharashtra,413720,Lockdown-Essentials Only
Rahuri,Maharashtra,413722,Lockdown-Essentials Only
Shrirampur,Maharashtra,413723,Lockdown-Essentials Only
Shrirampur,Maharashtra,413725,Lockdown-Essentials Only
Shrigonda,Maharashtra,413726,Lockdown-Essentials Only
Shrigonda,Maharashtra,413728,Lockdown-Essentials Only
Loni,Maharashtra,413736,Lockdown-Essentials Only
Sangamner,Maharashtra,413738,Lockdown-Essentials Only
Shrirampur,Maharashtra,413739,Lockdown-Essentials Only
Daund,Maharashtra,413801,Lockdown-Essentials Only
Daund,Maharashtra,413802,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414001,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414002,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414003,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414004,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414005,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414006,Lockdown-Essentials Only
Shrigonda,Maharashtra,414011,Lockdown-Essentials Only
Pathardi,Maharashtra,414102,Lockdown-Essentials Only
Parner,Maharashtra,414103,Lockdown-Essentials Only
Newasa,Maharashtra,414105,Lockdown-Essentials Only
Shrigonda,Maharashtra,414107,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414110,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414111,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414112,Lockdown-Essentials Only
Pathardi,Maharashtra,414113,Lockdown-Essentials Only
Ahmednagar,Maharashtra,414201,Lockdown-Essentials Only
Ashti,Maharashtra,414202,Lockdown-Essentials Only
Ashti,Maharashtra,414203,Lockdown-Essentials Only
Dongarkinhi,Maharashtra,414204,Lockdown-Essentials Only
Beed,Maharashtra,414205,Lockdown-Essentials Only
Ashti,Maharashtra,414208,Lockdown-Essentials Only
Parner,Maharashtra,414301,Lockdown-Essentials Only
Parner,Maharashtra,414302,Lockdown-Essentials Only
Parner,Maharashtra,414303,Lockdown-Essentials Only
Parner,Maharashtra,414304,Lockdown-Essentials Only
Alephata,Maharashtra,414305,Lockdown-Essentials Only
Ashti,Maharashtra,414401,Lockdown-Essentials Only
Karjat-MH,Maharashtra,414402,Lockdown-No Goods Allowed
Karjat-MH,Maharashtra,414403,Lockdown-No Goods Allowed
Karjat-MH,Maharashtra,414405,Lockdown-No Goods Allowed
Shevgaon,Maharashtra,414501,Lockdown-Essentials Only
Shevgaon,Maharashtra,414502,Lockdown-Essentials Only
Shevgaon,Maharashtra,414503,Lockdown-Essentials Only
Pathardi,Maharashtra,414505,Lockdown-Essentials Only
Pathardi,Maharashtra,414506,Lockdown-Essentials Only
